snapshot_date,ticker,strategy,rank,action,upside_pct,allocation_usd,score,ret_3d,spy_3d,excess_3d,ret_5d,spy_5d,excess_5d,ret_10d,spy_10d,excess_10d
2026-05-02,C,UpsideOnly,5,BUY,12.3,0.0,12.3,,,,,,,,,
2026-05-03,NVDA,DCA,1,BUY,35.6,3042.0,3042.0,,,,,,,,,
2026-05-03,BAC,DCA,2,BUY,18.2,2022.0,2022.0,,,,,,,,,
2026-05-03,MSFT,DCA,3,BUY,35.6,1914.0,1914.0,,,,,,,,,
2026-05-03,CLSK,DCA,4,WATCH,57.8,1513.0,1513.0,,,,,,,,,
2026-05-03,APP,DCA,5,WATCH,39.0,1509.0,1509.0,,,,,,,,,
2026-05-03,EA,ActionCenter,1,STRONG BUY,,0.0,0.6749999999999999,,,,,,,,,
2026-05-03,MSFT,ActionCenter,2,BUY,35.6,1914.0,0.704,,,,,,,,,
2026-05-03,IBB,ActionCenter,3,BUY,,0.0,0.63,,,,,,,,,
2026-05-03,FCX,ActionCenter,4,BUY,,0.0,0.63,,,,,,,,,
2026-05-03,BAC,ActionCenter,5,BUY,18.2,2022.0,0.5704999999999999,,,,,,,,,
2026-05-03,MSFT,UpsideOnly,1,BUY,35.6,1914.0,35.6,,,,,,,,,
2026-05-03,NVDA,UpsideOnly,2,BUY,35.6,3042.0,35.6,,,,,,,,,
2026-05-03,BAC,UpsideOnly,3,BUY,18.2,2022.0,18.2,,,,,,,,,
2026-05-03,ASML,UpsideOnly,4,BUY,16.4,0.0,16.4,,,,,,,,,
2026-05-03,C,UpsideOnly,5,BUY,12.3,0.0,12.3,,,,,,,,,
2026-05-04,CLSK,DCA,1,BUY,51.3,3513.0,3513.0,,,,,,,,,
2026-05-04,NVDA,DCA,2,BUY,36.2,2339.0,2339.0,,,,,,,,,
2026-05-04,BAC,DCA,3,BUY,20.4,1799.0,1799.0,,,,,,,,,
2026-05-04,MSFT,DCA,4,BUY,35.1,1406.0,1406.0,,,,,,,,,
2026-05-04,APP,DCA,5,WATCH,34.5,942.0,942.0,,,,,,,,,
2026-05-04,EA,ActionCenter,1,STRONG BUY,,0.0,0.6749999999999999,,,,,,,,,
2026-05-04,MSFT,ActionCenter,2,BUY,35.1,1406.0,0.70275,,,,,,,,,
2026-05-04,ASML,ActionCenter,3,BUY,20.0,0.0,0.6950000000000001,,,,,,,,,
2026-05-04,COPX,ActionCenter,4,BUY,,0.0,0.63,,,,,,,,,
2026-05-04,FCX,ActionCenter,5,BUY,,0.0,0.63,,,,,,,,,
2026-05-04,CLSK,UpsideOnly,1,BUY,51.3,3513.0,51.3,,,,,,,,,
2026-05-04,NVDA,UpsideOnly,2,BUY,36.2,2339.0,36.2,,,,,,,,,
2026-05-04,MSFT,UpsideOnly,3,BUY,35.1,1406.0,35.1,,,,,,,,,
2026-05-04,BAC,UpsideOnly,4,BUY,20.4,1799.0,20.4,,,,,,,,,
2026-05-04,ASML,UpsideOnly,5,BUY,20.0,0.0,20.0,,,,,,,,,
